,date,TICKER,PRC,PRC moving average 20
1251,20041227,EWST,5.85,5.770299999999993
1252,20041228,EWST,5.9,5.7752999999999926
1253,20041229,EWST,6.48,5.802299999999994
1254,20041230,EWST,6.5470000000000015,5.835649999999993
1255,20041231,EWST,6.9,5.883649999999994
1256,20050103,EWST,6.67,5.919099999999994
1257,20050104,EWST,6.51,5.944599999999994
1258,20050105,EWST,6.7,5.984599999999994
1259,20050106,EWST,6.51,6.025099999999994
1260,20050107,EWST,6.546,6.064899999999994
1261,20050110,EWST,6.831,6.121449999999994
1262,20050111,EWST,6.84,6.168699999999993
1263,20050112,EWST,6.5,6.208699999999992
1264,20050113,EWST,6.85,6.266199999999992
1265,20050114,EWST,6.85,6.323699999999993
1266,20050118,EWST,6.8,6.378199999999993
1267,20050119,EWST,6.94,6.440199999999995
1268,20050120,EWST,6.81,6.505699999999995
1269,20050121,EWST,6.814,6.570899999999995
1270,20050124,EWST,6.8,6.632399999999995
1271,20050125,EWST,6.75,6.677399999999996
1272,20050126,EWST,6.55,6.709899999999996
1273,20050127,EWST,6.63,6.717399999999996
1274,20050128,EWST,6.51,6.715549999999996
1275,20050131,EWST,6.62,6.701549999999996
1276,20050201,EWST,6.66,6.701049999999997
1277,20050202,EWST,6.6,6.705549999999997
1278,20050203,EWST,6.63,6.702049999999997
1279,20050204,EWST,6.5,6.7015499999999975
1280,20050207,EWST,6.6,6.704249999999997
1281,20050208,EWST,6.4,6.682699999999999
1282,20050209,EWST,6.5,6.665699999999998
1283,20050210,EWST,6.45,6.663199999999998
1284,20050211,EWST,6.9,6.665699999999998
1285,20050214,EWST,6.84,6.665199999999999
1286,20050215,EWST,6.52,6.6511999999999984
1287,20050216,EWST,6.27,6.617699999999999
1288,20050217,EWST,6.32,6.593199999999999
1289,20050218,EWST,6.64,6.5844999999999985
1290,20050222,EWST,6.58,6.573499999999998
1291,20050223,EWST,6.59,6.565499999999998
1292,20050224,EWST,6.39,6.557499999999997
1293,20050225,EWST,6.4,6.545999999999998
1294,20050228,EWST,6.3210000000000015,6.536549999999998
1295,20050301,EWST,6.44,6.527549999999998
1296,20050302,EWST,6.306,6.509849999999998
1297,20050303,EWST,6.61,6.51035
1298,20050304,EWST,6.751,6.5164
1299,20050307,EWST,6.74,6.5284
1300,20050308,EWST,7.8,6.588400000000002
1301,20050309,EWST,7.07,6.621900000000001
1302,20050310,EWST,6.92,6.6429
1303,20050311,EWST,6.83,6.661900000000001
1304,20050314,EWST,6.521,6.642950000000001
1305,20050315,EWST,6.46,6.623950000000001
1306,20050316,EWST,6.43,6.6194500000000005
1307,20050317,EWST,6.61,6.636450000000001
1308,20050318,EWST,6.901,6.6655000000000015
1309,20050321,EWST,6.989,6.682950000000003
1310,20050322,EWST,7.0,6.703950000000002
1311,20050323,EWST,6.69,6.7089500000000015
1312,20050324,EWST,6.61,6.7199500000000025
1313,20050328,EWST,7.271,6.763500000000002
1314,20050329,EWST,7.02,6.7984500000000025
1315,20050330,EWST,6.8,6.816450000000003
1316,20050331,EWST,7.11,6.856650000000004
1317,20050401,EWST,6.62,6.8571500000000025
1318,20050404,EWST,7.05,6.872100000000003
1319,20050405,EWST,6.66,6.868100000000003
1320,20050406,EWST,6.83,6.819600000000003
1321,20050407,EWST,6.66,6.799100000000003
1322,20050408,EWST,6.83,6.794600000000004
1323,20050411,EWST,6.501,6.778150000000004
1324,20050412,EWST,6.5,6.777100000000004
1325,20050413,EWST,6.35,6.771600000000004
1326,20050414,EWST,6.49,6.774600000000004
1327,20050415,EWST,6.51,6.769600000000002
1328,20050418,EWST,6.47,6.748050000000002
1329,20050419,EWST,6.5,6.723600000000002
1330,20050420,EWST,6.5,6.698600000000002
1331,20050421,EWST,6.5,6.689100000000002
1332,20050422,EWST,6.5,6.683600000000001
1333,20050425,EWST,6.5,6.645050000000002
1334,20050426,EWST,6.51,6.619550000000001
1335,20050427,EWST,6.3,6.594550000000001
1336,20050428,EWST,6.3,6.554050000000001
1337,20050429,EWST,6.579,6.552000000000001
1338,20050502,EWST,6.376,6.518300000000001
1339,20050503,EWST,6.3,6.500300000000001
1340,20050504,EWST,6.3,6.4738000000000016
1341,20050505,EWST,6.31,6.4563000000000015
1342,20050506,EWST,6.4,6.434800000000001
1343,20050509,EWST,6.5,6.434750000000001
1344,20050510,EWST,6.5,6.434750000000001
1345,20050511,EWST,6.55,6.444750000000002
1346,20050512,EWST,6.364,6.438450000000001
1347,20050513,EWST,7.5,6.487950000000002
1348,20050516,EWST,7.56,6.542450000000002
1349,20050517,EWST,7.75,6.604950000000002
1350,20050518,EWST,8.14,6.686950000000001
1351,20050519,EWST,8.0,6.7619500000000015
1352,20050520,EWST,8.171,6.845500000000001
1353,20050523,EWST,8.26,6.9335
1354,20050524,EWST,8.0999,7.012995000000001
1355,20050525,EWST,8.34,7.114995
1356,20050526,EWST,8.15,7.207495
1357,20050527,EWST,8.202,7.288645
1358,20050531,EWST,8.02,7.370845
1359,20050601,EWST,8.04,7.457844999999999
1360,20050602,EWST,8.04,7.544844999999998
1361,20050603,EWST,8.4,7.6493449999999985
1362,20050606,EWST,9.95,7.826844999999997
1363,20050607,EWST,10.039,8.003794999999997
1364,20050608,EWST,10.0,8.178794999999997
1365,20050609,EWST,11.71,8.436794999999996
1366,20050610,EWST,11.25,8.681094999999996
1367,20050613,EWST,11.18,8.865094999999997
1368,20050614,EWST,11.27,9.050594999999998
1369,20050615,EWST,11.72,9.249094999999997
1370,20050616,EWST,10.942,9.389194999999997
1371,20050617,EWST,10.65,9.521694999999998
1372,20050620,EWST,10.08,9.617144999999999
1373,20050621,EWST,10.39,9.723645
1374,20050622,EWST,9.9,9.813649999999999
1375,20050623,EWST,9.352,9.86425
1376,20050624,EWST,9.4699,9.930245
1377,20050627,EWST,9.029,9.971594999999999
1378,20050628,EWST,8.94,10.017594999999998
1379,20050629,EWST,8.81,10.056095
1380,20050630,EWST,9.05,10.106595
1381,20050701,EWST,9.85,10.179095
1382,20050705,EWST,10.3,10.196595
1383,20050706,EWST,10.46,10.217645000000001
1384,20050707,EWST,10.12,10.223645000000001
1385,20050708,EWST,10.25,10.150645
1386,20050711,EWST,10.12,10.094145000000001
1387,20050712,EWST,10.261,10.048195000000002
1388,20050713,EWST,10.094,9.989395
1389,20050714,EWST,9.0,9.853395
1390,20050715,EWST,8.65,9.738795
1391,20050718,EWST,8.956,9.654095
1392,20050719,EWST,9.0,9.600095
1393,20050720,EWST,9.06,9.533595
1394,20050721,EWST,8.568999999999999,9.467044999999999
1395,20050722,EWST,8.87,9.442944999999998
1396,20050725,EWST,9.34,9.436449999999999
1397,20050726,EWST,9.0,9.434999999999999
1398,20050727,EWST,9.2699,9.451495
1399,20050728,EWST,8.95,9.458495
1400,20050729,EWST,9.14,9.462994999999998
1401,20050801,EWST,8.75,9.407994999999998
1402,20050802,EWST,8.85,9.335494999999998
1403,20050803,EWST,8.601,9.242544999999996
1404,20050804,EWST,8.61,9.167044999999996
1405,20050805,EWST,8.5,9.079544999999996
1406,20050808,EWST,8.34,8.990544999999996
1407,20050809,EWST,8.75,8.914994999999996
1408,20050810,EWST,8.75,8.847794999999996
1409,20050811,EWST,8.34,8.814794999999997
1410,20050812,EWST,8.4,8.802294999999997
1411,20050815,EWST,10.0,8.854494999999996
1412,20050816,EWST,9.62,8.885494999999997
1413,20050817,EWST,9.5999,8.912489999999996
1414,20050818,EWST,9.38,8.953039999999998
1415,20050819,EWST,9.35,8.977039999999997
1416,20050822,EWST,9.03,8.961539999999996
1417,20050823,EWST,9.39,8.981039999999997
1418,20050824,EWST,9.66,9.000544999999995
1419,20050825,EWST,9.24,9.015044999999997
1420,20050826,EWST,9.33,9.024544999999998
1421,20050829,EWST,9.05,9.039544999999999
1422,20050830,EWST,9.282,9.061145
1423,20050831,EWST,9.5,9.106095
1424,20050901,EWST,9.0001,9.1256
1425,20050902,EWST,9.25,9.1631
1426,20050906,EWST,9.1,9.2011
1427,20050907,EWST,9.882,9.2577
1428,20050908,EWST,9.83,9.3117
1429,20050909,EWST,11.0,9.444700000000001
1430,20050912,EWST,10.65,9.5572
1431,20050913,EWST,10.5,9.5822
1432,20050914,EWST,10.56,9.6292
1433,20050915,EWST,10.799,9.689155000000001
1434,20050916,EWST,10.79,9.759655
1435,20050919,EWST,10.8,9.832155000000002
1436,20050920,EWST,10.81,9.921155000000002
1437,20050921,EWST,10.7,9.986655000000003
1438,20050922,EWST,10.56,10.031655000000002
1439,20050923,EWST,10.3,10.084655000000001
1440,20050926,EWST,10.31,10.133655000000001
1441,20050927,EWST,10.35,10.198655
1442,20050928,EWST,12.31,10.350055000000001
1443,20050929,EWST,12.15,10.482555000000001
1444,20050930,EWST,11.51,10.60805
1445,20051003,EWST,11.37,10.71405
1446,20051004,EWST,10.53,10.78555
1447,20051005,EWST,9.82,10.78245
1448,20051006,EWST,9.42,10.761949999999999
1449,20051007,EWST,9.724,10.698149999999998
1450,20051010,EWST,9.45,10.638149999999998
1451,20051011,EWST,9.9,10.608149999999998
1452,20051012,EWST,9.3,10.545149999999998
1453,20051013,EWST,9.24,10.467199999999998
1454,20051014,EWST,9.0,10.377699999999999
1455,20051017,EWST,9.43,10.309199999999999
1456,20051018,EWST,9.32,10.234699999999998
1457,20051019,EWST,9.49,10.174199999999999
1458,20051020,EWST,9.7,10.131199999999998
1459,20051021,EWST,9.456,10.088999999999997
1460,20051024,EWST,9.101,10.028549999999997
1461,20051025,EWST,9.08,9.965049999999998
1462,20051026,EWST,9.3899,9.819045
1463,20051027,EWST,9.02,9.662544999999998
1464,20051028,EWST,9.75,9.574544999999999
1465,20051031,EWST,10.0999,9.511039999999998
1466,20051101,EWST,9.52,9.460539999999998
1467,20051102,EWST,9.54,9.446539999999999
1468,20051103,EWST,9.5,9.45054
1469,20051104,EWST,9.23,9.425839999999999
1470,20051107,EWST,9.2,9.41334
1471,20051108,EWST,9.3185,9.384265
1472,20051109,EWST,9.05,9.371765
1473,20051110,EWST,8.76,9.347764999999999
1474,20051111,EWST,9.2,9.357764999999997
1475,20051114,EWST,9.18,9.345264999999998
1476,20051115,EWST,9.27,9.342764999999998
1477,20051116,EWST,9.1,9.323264999999997
1478,20051117,EWST,9.11,9.293764999999999
1479,20051118,EWST,9.05,9.273465
1480,20051121,EWST,9.45,9.290915
1481,20051122,EWST,9.55,9.314415
1482,20051123,EWST,9.94,9.341919999999998
1483,20051125,EWST,10.2,9.400919999999998
1484,20051128,EWST,9.65,9.395919999999998
1485,20051129,EWST,9.75,9.378424999999998
1486,20051130,EWST,9.5,9.377424999999999
1487,20051201,EWST,9.66,9.383424999999999
1488,20051202,EWST,9.5,9.383424999999999
1489,20051205,EWST,9.84,9.413924999999999
1490,20051206,EWST,9.6,9.433924999999999
1491,20051207,EWST,9.702,9.4531
1492,20051208,EWST,9.77,9.489099999999999
1493,20051209,EWST,10.0,9.5511
1494,20051212,EWST,10.25,9.6036
1495,20051213,EWST,10.25,9.6571
1496,20051214,EWST,10.25,9.7061
1497,20051215,EWST,10.14,9.7581
1498,20051216,EWST,10.08,9.8066
1499,20051219,EWST,10.2,9.864099999999999
1500,20051220,EWST,10.07,9.8951
1501,20051221,EWST,10.0,9.917599999999998
1502,20051222,EWST,10.0,9.920599999999999
1503,20051223,EWST,9.8,9.9006
1504,20051227,EWST,9.76,9.906099999999999
1505,20051228,EWST,9.9456,9.91588
1506,20051229,EWST,9.63,9.92238
1507,20051230,EWST,9.7,9.92438
1508,20060103,EWST,9.69,9.933879999999998
1509,20060104,EWST,9.8,9.93188
1510,20060105,EWST,9.55,9.92938
1511,20060106,EWST,9.399,9.91423
1512,20060109,EWST,8.92,9.87173
1513,20060110,EWST,9.2,9.831729999999999
1514,20060111,EWST,9.07,9.77273
1515,20060112,EWST,9.5,9.735229999999998
1516,20060113,EWST,9.5,9.697729999999998
1517,20060117,EWST,9.5,9.66573
1518,20060118,EWST,9.29,9.626229999999998
1519,20060119,EWST,9.43,9.587729999999999
1520,20060120,EWST,9.8,9.57423
1521,20060123,EWST,9.41,9.54473
1522,20060124,EWST,9.19,9.50423
1523,20060125,EWST,9.25,9.47673
1524,20060126,EWST,9.72,9.47473
1525,20060127,EWST,9.48,9.451449999999998
1526,20060130,EWST,9.24,9.431949999999999
1527,20060131,EWST,9.49,9.42145
1528,20060201,EWST,9.72,9.42295
1529,20060202,EWST,9.7199,9.418944999999999
1530,20060203,EWST,9.51,9.416944999999998
1531,20060206,EWST,9.6,9.426994999999998
1532,20060207,EWST,9.25,9.443494999999999
1533,20060208,EWST,9.4,9.453495
1534,20060209,EWST,9.6,9.479994999999999
1535,20060210,EWST,9.65,9.487495
1536,20060213,EWST,9.65,9.494995
1537,20060214,EWST,9.56,9.497995
1538,20060215,EWST,9.5358,9.510285
1539,20060216,EWST,9.5,9.513785
1540,20060217,EWST,9.6054,9.504055
1541,20060221,EWST,9.6,9.513555
1542,20060222,EWST,9.5,9.529055
1543,20060223,EWST,9.3,9.531555
1544,20060224,EWST,9.358,9.513455
1545,20060227,EWST,9.3,9.504455000000002
1546,20060228,EWST,9.39,9.511955
1547,20060301,EWST,9.36,9.505455000000001
1548,20060302,EWST,9.35,9.486955
1549,20060303,EWST,9.4,9.470960000000002
1550,20060306,EWST,9.6,9.475460000000002
1551,20060307,EWST,9.5,9.470460000000001
1552,20060308,EWST,9.41,9.478460000000002
1553,20060309,EWST,9.32,9.47446
1554,20060310,EWST,9.6,9.47446
1555,20060313,EWST,9.5,9.46696
1556,20060314,EWST,9.5,9.45946
1557,20060315,EWST,9.64,9.463460000000001
1558,20060316,EWST,9.75,9.47417
1559,20060317,EWST,9.702,9.48427
1560,20060320,EWST,9.5,9.479000000000001
1561,20060321,EWST,9.7692,9.487460000000002
1562,20060322,EWST,9.65,9.494960000000003
1563,20060323,EWST,9.98,9.528960000000001
1564,20060324,EWST,9.99,9.56056
1565,20060327,EWST,10.14,9.60256
1566,20060328,EWST,10.56,9.66106
1567,20060329,EWST,10.95,9.740559999999999
1568,20060330,EWST,10.5,9.79806
1569,20060331,EWST,10.99,9.877559999999999
1570,20060403,EWST,10.48,9.92156
1571,20060404,EWST,10.5,9.97156
1572,20060405,EWST,10.14,10.008059999999999
1573,20060406,EWST,10.3,10.05706
1574,20060407,EWST,10.34,10.09406
1575,20060410,EWST,10.27,10.132560000000002
1576,20060411,EWST,10.42,10.178560000000001
1577,20060412,EWST,10.34,10.213560000000001
1578,20060413,EWST,9.77,10.214560000000002
1579,20060417,EWST,10.93,10.275960000000001
1580,20060418,EWST,10.6,10.330960000000001
1581,20060419,EWST,10.765,10.38075
1582,20060420,EWST,10.6,10.42825
1583,20060421,EWST,10.85,10.47175
1584,20060424,EWST,10.08,10.47625
1585,20060425,EWST,9.96,10.467250000000002
1586,20060426,EWST,9.89,10.43375
1587,20060427,EWST,10.0,10.38625
1588,20060428,EWST,9.95,10.35875
1589,20060501,EWST,9.9,10.30425
1590,20060502,EWST,9.61,10.26075
1591,20060503,EWST,9.8,10.225750000000001
1592,20060504,EWST,9.855,10.211500000000001
1593,20060505,EWST,10.0,10.1965
1594,20060508,EWST,10.0,10.1795
1595,20060509,EWST,9.76,10.154
1596,20060510,EWST,9.76,10.120999999999999
1597,20060511,EWST,9.76,10.091999999999999
1598,20060512,EWST,10.02,10.104499999999998
1599,20060515,EWST,10.26,10.070999999999998
1600,20060516,EWST,10.0,10.040999999999999
1601,20060517,EWST,9.98,10.001749999999998
1602,20060518,EWST,9.59,9.951249999999998
1603,20060519,EWST,9.92,9.904749999999998
1604,20060522,EWST,9.85,9.893249999999998
1605,20060523,EWST,9.67,9.878749999999997
1606,20060524,EWST,9.77,9.872749999999996
1607,20060525,EWST,9.85,9.865249999999996
1608,20060526,EWST,9.86,9.860749999999996
1609,20060530,EWST,9.75,9.853249999999996
1610,20060531,EWST,9.766,9.861049999999995
1611,20060601,EWST,9.6701,9.854554999999994
1612,20060602,EWST,9.65,9.844304999999995
1613,20060605,EWST,9.65,9.826804999999995
1614,20060606,EWST,9.5,9.801804999999995
1615,20060607,EWST,9.88,9.807804999999995
1616,20060608,EWST,9.66,9.802804999999996
1617,20060609,EWST,9.89,9.809304999999995
1618,20060612,EWST,9.68,9.792304999999995
1619,20060613,EWST,9.73,9.765804999999995
1620,20060614,EWST,9.77,9.754304999999995
1621,20060615,EWST,9.85,9.747804999999996
1622,20060616,EWST,9.82,9.759304999999994
1623,20060619,EWST,9.25,9.725804999999996
1624,20060620,EWST,9.01,9.683804999999996
1625,20060621,EWST,9.24,9.662304999999996
1626,20060622,EWST,9.2,9.633804999999995
1627,20060623,EWST,9.05,9.593804999999996
1628,20060626,EWST,9.02,9.551804999999996
1629,20060627,EWST,9.25,9.526804999999996
1630,20060628,EWST,9.11,9.494004999999998
1631,20060629,EWST,9.05,9.462999999999997
1632,20060630,EWST,9.02,9.431499999999998
1633,20060703,EWST,9.041,9.401049999999998
1634,20060705,EWST,9.02,9.377049999999999
1635,20060706,EWST,9.12,9.339049999999999
1636,20060707,EWST,9.11,9.311549999999999
1637,20060710,EWST,9.22,9.278049999999999
1638,20060711,EWST,9.59,9.273549999999998
1639,20060712,EWST,9.16,9.245049999999999
1640,20060713,EWST,9.11,9.212049999999998
1641,20060714,EWST,9.345,9.186799999999998
1642,20060717,EWST,9.1,9.150799999999998
1643,20060718,EWST,9.26,9.151299999999997
1644,20060719,EWST,9.85,9.193299999999997
1645,20060720,EWST,9.572,9.209899999999998
1646,20060721,EWST,9.675,9.233649999999999
1647,20060724,EWST,9.4,9.251149999999999
1648,20060725,EWST,10.0,9.300149999999999
1649,20060726,EWST,9.531,9.314199999999998
1650,20060727,EWST,9.8612,9.351759999999999
1651,20060728,EWST,10.5,9.424259999999999
1652,20060731,EWST,10.4399,9.495254999999997
1653,20060801,EWST,10.0,9.543204999999997
1654,20060802,EWST,10.0,9.592204999999996
1655,20060803,EWST,10.5,9.661204999999997
1656,20060804,EWST,10.01,9.706204999999997
1657,20060807,EWST,10.0848,9.749444999999998
1658,20060808,EWST,10.225,9.781194999999997
1659,20060809,EWST,10.6,9.853194999999996
1660,20060810,EWST,10.24,9.909694999999996
1661,20060811,EWST,10.38,9.961444999999996
1662,20060814,EWST,10.58,10.035444999999998
1663,20060815,EWST,10.5,10.097444999999997
1664,20060816,EWST,10.95,10.152444999999997
1665,20060817,EWST,10.99,10.223344999999998
1666,20060818,EWST,10.76,10.277594999999996
1667,20060821,EWST,10.76,10.345594999999996
1668,20060822,EWST,10.9296,10.392074999999995
1669,20060823,EWST,11.05,10.468024999999995
1670,20060824,EWST,11.06,10.527964999999996
1671,20060825,EWST,11.318,10.568864999999997
1672,20060828,EWST,11.55,10.624369999999997
1673,20060829,EWST,11.4261,10.695674999999998
1674,20060830,EWST,11.41,10.766174999999997
1675,20060831,EWST,11.63,10.822674999999997
1676,20060901,EWST,11.63,10.903674999999996
1677,20060905,EWST,11.24,10.961434999999998
1678,20060906,EWST,11.0,11.000184999999998
1679,20060907,EWST,10.8148,11.010924999999997
1680,20060908,EWST,10.4,11.018924999999998
1681,20060911,EWST,11.19,11.059424999999997
1682,20060912,EWST,11.23,11.091924999999996
1683,20060913,EWST,10.99,11.116424999999996
1684,20060914,EWST,11.1171,11.124779999999998
1685,20060915,EWST,10.6,11.105279999999997
1686,20060918,EWST,10.65,11.099779999999997
1687,20060919,EWST,10.625,11.093029999999997
1688,20060920,EWST,10.6,11.076549999999997
1689,20060921,EWST,10.61,11.054549999999997
1690,20060922,EWST,10.9,11.046549999999998
1691,20060925,EWST,10.6,11.010649999999996
1692,20060926,EWST,10.62,10.964149999999997
1693,20060927,EWST,10.6252,10.924104999999997
1694,20060928,EWST,10.95,10.901104999999998
1695,20060929,EWST,11.0,10.869604999999996
1696,20061002,EWST,11.01,10.838604999999998
1697,20061003,EWST,10.9644,10.824824999999997
1698,20061004,EWST,10.96,10.822824999999998
1699,20061005,EWST,11.17,10.840584999999997
1700,20061006,EWST,11.48,10.894584999999996
1701,20061009,EWST,11.39,10.904584999999997
1702,20061010,EWST,11.0,10.893084999999997
1703,20061011,EWST,11.2584,10.906504999999997
1704,20061012,EWST,10.9,10.895649999999998
1705,20061013,EWST,11.135,10.922399999999998
1706,20061016,EWST,11.4,10.959899999999998
1707,20061017,EWST,11.4,10.998649999999998
1708,20061018,EWST,11.05,11.021149999999999
1709,20061019,EWST,11.05,11.04315
1710,20061020,EWST,11.2,11.05815
1711,20061023,EWST,11.24,11.09015
1712,20061024,EWST,11.05,11.111650000000001
1713,20061025,EWST,11.0,11.13039
1714,20061026,EWST,11.07,11.13639
1715,20061027,EWST,11.1412,11.14345
1716,20061030,EWST,11.09,11.147450000000001
1717,20061031,EWST,11.08,11.15323
1718,20061101,EWST,10.91,11.15073
1719,20061102,EWST,10.97,11.140730000000001
1720,20061103,EWST,10.84,11.108730000000001
1721,20061106,EWST,11.18,11.098230000000001
1722,20061107,EWST,11.2,11.10823
1723,20061108,EWST,10.95,11.09281
1724,20061109,EWST,10.87,11.09131
1725,20061110,EWST,11.26,11.09756
1726,20061113,EWST,11.05,11.08006
1727,20061114,EWST,11.4,11.08006
1728,20061115,EWST,11.14,11.08456
1729,20061116,EWST,11.2,11.092059999999998
1730,20061117,EWST,11.4,11.102059999999998
1731,20061120,EWST,11.91,11.135559999999998
1732,20061121,EWST,11.33,11.149559999999997
1733,20061122,EWST,11.6,11.179559999999999
1734,20061124,EWST,11.908,11.221459999999997
1735,20061127,EWST,11.9,11.259399999999998
1736,20061128,EWST,11.9,11.299899999999997
1737,20061129,EWST,11.85,11.338399999999996
1738,20061130,EWST,11.53,11.369399999999997
1739,20061201,EWST,11.53,11.397399999999998
1740,20061204,EWST,11.32,11.421399999999997
1741,20061205,EWST,11.4895,11.436874999999997
1742,20061206,EWST,11.2,11.436874999999997
1743,20061207,EWST,11.3,11.454374999999997
1744,20061208,EWST,11.35,11.478374999999996
1745,20061211,EWST,11.2,11.475374999999996
1746,20061212,EWST,11.12,11.478874999999997
1747,20061213,EWST,11.29,11.473374999999995
1748,20061214,EWST,11.12,11.472374999999996
1749,20061215,EWST,11.23,11.473874999999996
1750,20061218,EWST,11.02,11.454874999999998
1751,20061219,EWST,11.074000000000002,11.413074999999997
1752,20061220,EWST,11.2,11.406574999999997
1753,20061221,EWST,11.102,11.381674999999998
1754,20061222,EWST,11.36,11.354274999999998
1755,20061226,EWST,11.49,11.333774999999997
1756,20061227,EWST,11.28,11.302774999999997
1757,20061228,EWST,11.3,11.275274999999997
1758,20061229,EWST,11.1,11.253774999999997
1759,20070103,EWST,11.1,11.232274999999998
1760,20070104,EWST,11.36,11.234274999999997
1761,20070105,EWST,11.25,11.222299999999997
1762,20070108,EWST,11.345,11.229549999999998
1763,20070109,EWST,11.24,11.226549999999998
1764,20070110,EWST,11.1,11.214049999999997
1765,20070111,EWST,11.45,11.226549999999998
1766,20070112,EWST,11.365,11.238799999999998
1767,20070116,EWST,11.325,11.240549999999997
1768,20070117,EWST,11.45,11.257049999999996
1769,20070118,EWST,11.49,11.270049999999998
1770,20070119,EWST,11.16,11.277049999999997
1771,20070122,EWST,11.2,11.283349999999995
1772,20070123,EWST,11.46,11.296349999999997
1773,20070124,EWST,11.45,11.313749999999995
1774,20070125,EWST,11.525,11.321999999999997
1775,20070126,EWST,11.3,11.312499999999996
1776,20070129,EWST,11.35,11.315999999999997
1777,20070130,EWST,11.27,11.314499999999997
1778,20070131,EWST,11.3584,11.327419999999996
1779,20070201,EWST,11.4,11.342419999999997
1780,20070202,EWST,11.2,11.334419999999998
1781,20070205,EWST,11.4599,11.344914999999997
1782,20070206,EWST,11.39,11.347164999999997
1783,20070207,EWST,11.4,11.355164999999996
1784,20070208,EWST,11.3,11.365164999999998
1785,20070209,EWST,11.46,11.365664999999998
1786,20070212,EWST,11.23,11.358914999999998
1787,20070213,EWST,11.3,11.357664999999999
1788,20070214,EWST,12.2,11.395164999999999
1789,20070215,EWST,12.29,11.435164999999998
1790,20070216,EWST,12.65,11.509664999999998
1791,20070220,EWST,12.77,11.588165
1792,20070221,EWST,13.3,11.680164999999999
1793,20070222,EWST,13.3,11.772665
1794,20070223,EWST,13.62,11.877415000000001
1795,20070226,EWST,14.0,12.012415
1796,20070227,EWST,14.05,12.147415
1797,20070228,EWST,14.19,12.293415
1798,20070301,EWST,14.19,12.434995000000002
1799,20070302,EWST,14.2,12.574995000000003
1800,20070305,EWST,13.81,12.705495000000003
1801,20070306,EWST,13.9701,12.831005000000001
1802,20070307,EWST,14.35,12.979005000000004
1803,20070308,EWST,14.5,13.134005000000005
1804,20070309,EWST,14.56,13.297005000000004
1805,20070312,EWST,14.35,13.441505000000006
1806,20070313,EWST,14.56,13.608005000000006
1807,20070314,EWST,14.5523,13.770620000000005
1808,20070315,EWST,14.548,13.888020000000006
1809,20070316,EWST,14.6,14.003520000000005
1810,20070319,EWST,14.4,14.091020000000006
1811,20070320,EWST,14.75,14.190020000000008
1812,20070321,EWST,14.54,14.252020000000007
1813,20070322,EWST,14.87,14.330520000000007
1814,20070323,EWST,14.6,14.379520000000008
1815,20070326,EWST,14.75,14.417020000000008
1816,20070327,EWST,14.6542,14.447230000000008
1817,20070328,EWST,14.2218,14.448820000000007
1818,20070329,EWST,13.99,14.438820000000007
1819,20070330,EWST,14.47,14.45232000000001
1820,20070402,EWST,14.56,14.489820000000009
1821,20070403,EWST,14.5901,14.52082000000001
1822,20070404,EWST,14.55,14.53082000000001
1823,20070405,EWST,13.9,14.500820000000008
1824,20070409,EWST,14.08,14.476820000000007
1825,20070410,EWST,14.135,14.466070000000006
1826,20070411,EWST,14.01,14.438570000000004
1827,20070412,EWST,14.0,14.410955000000005
1828,20070413,EWST,14.19,14.393055000000004
1829,20070416,EWST,14.165,14.371305000000003
1830,20070417,EWST,14.11,14.356805000000005
1831,20070418,EWST,13.93,14.315805000000006
1832,20070419,EWST,13.74,14.275805000000005
1833,20070420,EWST,14.2,14.242305000000005
1834,20070423,EWST,13.99,14.211805000000004
1835,20070424,EWST,13.92,14.170305000000004
1836,20070425,EWST,14.5,14.162595000000005
1837,20070426,EWST,15.05,14.204005000000006
1838,20070427,EWST,15.0,14.254505000000005
1839,20070430,EWST,14.51,14.256505000000004
1840,20070501,EWST,14.41,14.249005000000006
1841,20070502,EWST,14.27,14.233000000000004
1842,20070503,EWST,14.26,14.218500000000002
1843,20070504,EWST,14.23,14.235000000000005
1844,20070507,EWST,14.71,14.266500000000004
1845,20070508,EWST,15.0,14.309750000000005
1846,20070509,EWST,14.9,14.354250000000004
1847,20070510,EWST,14.61,14.384750000000006
1848,20070511,EWST,14.75,14.412750000000006
1849,20070514,EWST,15.2,14.464500000000005
1850,20070515,EWST,14.88,14.503000000000004
1851,20070516,EWST,14.5,14.531500000000003
1852,20070517,EWST,14.87,14.588000000000003
1853,20070518,EWST,14.906,14.623300000000004
1854,20070521,EWST,15.0,14.673800000000004
1855,20070522,EWST,14.78,14.716800000000001
1856,20070523,EWST,14.95,14.7393
1857,20070524,EWST,15.0,14.736799999999999
1858,20070525,EWST,15.0,14.736799999999999
1859,20070529,EWST,14.91,14.756800000000002
1860,20070530,EWST,14.64,14.7683
1861,20070531,EWST,14.99,14.804300000000001
1862,20070601,EWST,14.9,14.8363
1863,20070604,EWST,15.0,14.874799999999999
1864,20070605,EWST,15.01,14.8898
1865,20070606,EWST,15.17,14.8983
1866,20070607,EWST,15.09,14.9078
1867,20070608,EWST,15.12,14.9333
1868,20070611,EWST,15.2,14.9558
1869,20070612,EWST,15.3,14.9608
1870,20070613,EWST,15.4,14.986799999999999
1871,20070614,EWST,15.41,15.032300000000001
1872,20070615,EWST,15.145,15.04605
1873,20070618,EWST,14.93,15.04725
