,date,TICKER,PRC,PRC moving average 20
2519,20100108,EGAS,10.34,9.819034999999998
2520,20100111,EGAS,10.5,9.886534999999999
2521,20100112,EGAS,10.45,9.951534999999996
2522,20100113,EGAS,10.37,10.012539999999998
2523,20100114,EGAS,10.35,10.075039999999998
2524,20100115,EGAS,10.27,10.135034999999998
2525,20100119,EGAS,10.15,10.210034999999998
2526,20100120,EGAS,10.27,10.304534999999998
2527,20100121,EGAS,10.05,10.334034999999998
2528,20100122,EGAS,10.1,10.320034999999999
2529,20100125,EGAS,9.86,10.298034999999999
2530,20100126,EGAS,9.88,10.256034999999999
2531,20100127,EGAS,9.9766,10.217304999999998
2532,20100128,EGAS,10.15,10.197304999999997
2533,20100129,EGAS,10.06,10.189329999999996
2534,20100201,EGAS,9.99,10.173829999999997
2535,20100202,EGAS,9.99,10.160829999999997
2536,20100203,EGAS,10.1001,10.156334999999997
2537,20100204,EGAS,10.01,10.141334999999996
2538,20100205,EGAS,9.95,10.140834999999996
2539,20100208,EGAS,10.2,10.133834999999994
2540,20100209,EGAS,10.2201,10.119839999999995
2541,20100210,EGAS,10.0,10.097339999999996
2542,20100211,EGAS,10.01,10.079339999999995
2543,20100212,EGAS,10.075,10.065589999999995
2544,20100216,EGAS,10.0924,10.056709999999994
2545,20100217,EGAS,10.0,10.049209999999993
2546,20100218,EGAS,10.07,10.039209999999994
2547,20100219,EGAS,10.0101,10.037214999999993
2548,20100222,EGAS,9.94,10.029214999999992
2549,20100223,EGAS,9.92,10.03221499999999
2550,20100224,EGAS,10.1,10.043214999999991
2551,20100225,EGAS,10.04,10.04638499999999
2552,20100226,EGAS,10.0084,10.03930499999999
2553,20100301,EGAS,10.0,10.03630499999999
2554,20100302,EGAS,10.0501,10.03930999999999
2555,20100303,EGAS,10.025,10.04105999999999
2556,20100304,EGAS,10.0045,10.036279999999989
2557,20100305,EGAS,10.0,10.03577999999999
2558,20100308,EGAS,10.0,10.03827999999999
2559,20100309,EGAS,10.02,10.029279999999991
2560,20100310,EGAS,10.0232,10.01943499999999
2561,20100311,EGAS,10.0001,10.019439999999992
2562,20100312,EGAS,9.91,10.014439999999992
2563,20100315,EGAS,9.91,10.006189999999993
2564,20100316,EGAS,9.97,10.000069999999992
2565,20100317,EGAS,9.9889,9.999514999999992
2566,20100318,EGAS,10.13,10.002514999999992
2567,20100319,EGAS,10.04,10.004009999999992
2568,20100322,EGAS,10.0,10.007009999999992
2569,20100323,EGAS,10.01,10.011509999999992
2570,20100324,EGAS,10.05,10.009009999999993
2571,20100325,EGAS,10.15,10.014509999999994
2572,20100326,EGAS,10.18,10.023089999999995
2573,20100329,EGAS,10.14,10.030089999999996
2574,20100330,EGAS,10.1215,10.033659999999994
2575,20100331,EGAS,10.17,10.040909999999993
2576,20100401,EGAS,10.25,10.053184999999994
2577,20100405,EGAS,10.32,10.069184999999994
2578,20100406,EGAS,10.35,10.086684999999992
2579,20100407,EGAS,10.4174,10.106554999999993
2580,20100408,EGAS,10.3305,10.121919999999992
2581,20100409,EGAS,10.4999,10.146909999999993
2582,20100412,EGAS,10.95,10.198909999999993
2583,20100413,EGAS,10.938,10.250309999999992
2584,20100414,EGAS,10.9499,10.299304999999991
2585,20100415,EGAS,10.9399,10.34685499999999
2586,20100416,EGAS,10.45,10.36285499999999
2587,20100419,EGAS,10.77,10.399354999999991
2588,20100420,EGAS,10.85,10.441854999999991
2589,20100421,EGAS,10.903,10.48650499999999
2590,20100422,EGAS,10.92,10.53000499999999
2591,20100423,EGAS,10.98,10.57150499999999
2592,20100426,EGAS,11.1,10.617504999999989
2593,20100427,EGAS,11.61,10.69100499999999
2594,20100428,EGAS,11.2399,10.74692499999999
2595,20100429,EGAS,11.52,10.814424999999991
2596,20100430,EGAS,11.39,10.871424999999991
2597,20100503,EGAS,11.8,10.945424999999991
2598,20100504,EGAS,11.56,11.005924999999992
2599,20100505,EGAS,11.33,11.051554999999993
2600,20100506,EGAS,10.9,11.080029999999994
2601,20100507,EGAS,10.6,11.085034999999994
2602,20100510,EGAS,10.39,11.057034999999994
2603,20100511,EGAS,10.66,11.043134999999994
2604,20100512,EGAS,10.53,11.022139999999993
2605,20100513,EGAS,10.6,11.005144999999994
2606,20100514,EGAS,10.5601,11.010649999999995
2607,20100517,EGAS,10.98,11.021149999999993
2608,20100518,EGAS,11.219,11.039599999999993
2609,20100519,EGAS,11.32,11.060449999999992
2610,20100520,EGAS,11.33,11.080949999999994
2611,20100521,EGAS,11.2,11.091949999999994
2612,20100524,EGAS,11.31,11.102449999999994
2613,20100525,EGAS,11.2299,11.083444999999994
2614,20100526,EGAS,11.25,11.083949999999994
2615,20100527,EGAS,11.4,11.077949999999994
2616,20100528,EGAS,11.4,11.078449999999995
2617,20100601,EGAS,11.37,11.056949999999995
2618,20100602,EGAS,11.5,11.053949999999995
2619,20100603,EGAS,11.4996,11.062429999999994
2620,20100604,EGAS,11.71,11.102929999999994
2621,20100607,EGAS,11.76,11.160929999999993
2622,20100608,EGAS,11.77,11.229929999999992
2623,20100609,EGAS,11.96,11.294929999999994
2624,20100610,EGAS,11.87,11.361929999999994
2625,20100611,EGAS,11.79,11.421429999999994
2626,20100614,EGAS,12.3,11.508424999999994
2627,20100615,EGAS,12.09,11.563924999999994
2628,20100616,EGAS,12.06,11.605974999999995
2629,20100617,EGAS,11.8,11.629974999999996
2630,20100618,EGAS,11.93,11.659974999999996
2631,20100621,EGAS,11.99,11.699474999999996
2632,20100622,EGAS,11.87,11.727474999999997
2633,20100623,EGAS,11.78,11.754979999999998
2634,20100624,EGAS,11.94,11.789479999999998
2635,20100625,EGAS,12.3,11.834479999999997
2636,20100628,EGAS,11.86,11.857479999999997
2637,20100629,EGAS,11.45,11.861479999999997
2638,20100630,EGAS,10.86,11.829479999999995
2639,20100701,EGAS,10.86,11.797499999999996
2640,20100702,EGAS,10.9499,11.759494999999998
2641,20100706,EGAS,10.88,11.715494999999997
2642,20100707,EGAS,10.94,11.673994999999996
2643,20100708,EGAS,10.9,11.620994999999997
2644,20100709,EGAS,10.85,11.569994999999995
2645,20100712,EGAS,11.0,11.530494999999997
2646,20100713,EGAS,11.0,11.465494999999995
2647,20100714,EGAS,11.19,11.420494999999995
2648,20100715,EGAS,11.77,11.405994999999995
2649,20100716,EGAS,11.65,11.398494999999995
2650,20100719,EGAS,11.55,11.379494999999995
2651,20100720,EGAS,11.51,11.355494999999994
2652,20100721,EGAS,11.79,11.351494999999995
2653,20100722,EGAS,11.76,11.350494999999993
2654,20100723,EGAS,11.43,11.324994999999994
2655,20100726,EGAS,11.53,11.286494999999993
2656,20100727,EGAS,11.74,11.280494999999993
2657,20100728,EGAS,11.78,11.296994999999994
2658,20100729,EGAS,11.81,11.344494999999995
2659,20100730,EGAS,11.72,11.387494999999996
2660,20100802,EGAS,12.05,11.442499999999995
2661,20100803,EGAS,12.35,11.515999999999995
2662,20100804,EGAS,11.93,11.565499999999997
2663,20100805,EGAS,11.86,11.613499999999995
2664,20100806,EGAS,11.965,11.669249999999995
2665,20100809,EGAS,11.9,11.714249999999996
2666,20100810,EGAS,11.8,11.754249999999995
2667,20100811,EGAS,11.76,11.782749999999997
2668,20100812,EGAS,12.05,11.796749999999996
2669,20100813,EGAS,11.991,11.813799999999997
2670,20100816,EGAS,11.8,11.826299999999996
2671,20100817,EGAS,11.78,11.839799999999997
2672,20100818,EGAS,11.65,11.832799999999997
2673,20100819,EGAS,11.27,11.8083
2674,20100820,EGAS,11.16,11.794799999999999
2675,20100823,EGAS,10.85,11.760799999999998
2676,20100824,EGAS,10.15,11.681299999999997
2677,20100825,EGAS,10.73,11.628799999999996
2678,20100826,EGAS,10.66,11.571299999999997
2679,20100827,EGAS,10.4201,11.506304999999996
2680,20100830,EGAS,10.4001,11.423809999999996
2681,20100831,EGAS,10.371,11.324859999999997
2682,20100901,EGAS,10.435,11.250109999999996
2683,20100902,EGAS,10.45,11.179609999999997
2684,20100903,EGAS,10.66,11.114359999999996
2685,20100907,EGAS,10.9601,11.067364999999997
2686,20100908,EGAS,11.11,11.032864999999996
2687,20100909,EGAS,11.2,11.004864999999995
2688,20100910,EGAS,11.2,10.962364999999995
2689,20100913,EGAS,11.1,10.917814999999994
2690,20100914,EGAS,11.21,10.888314999999993
2691,20100915,EGAS,11.24,10.861314999999994
2692,20100916,EGAS,11.05,10.831314999999993
2693,20100917,EGAS,10.95,10.815314999999993
2694,20100920,EGAS,10.99,10.806814999999993
2695,20100921,EGAS,11.086,10.818614999999994
2696,20100922,EGAS,10.73,10.847614999999994
2697,20100923,EGAS,10.94,10.858114999999994
2698,20100924,EGAS,11.07,10.878614999999993
2699,20100927,EGAS,11.1,10.912609999999994
2700,20100928,EGAS,11.1,10.947604999999992
2701,20100929,EGAS,10.9,10.974054999999993
2702,20100930,EGAS,11.12,11.008304999999993
2703,20101001,EGAS,11.0,11.035804999999993
2704,20101004,EGAS,11.0,11.052804999999994
2705,20101005,EGAS,11.0,11.054799999999993
2706,20101006,EGAS,11.19,11.058799999999994
2707,20101007,EGAS,11.08,11.052799999999994
2708,20101008,EGAS,11.08,11.046799999999996
2709,20101011,EGAS,11.1,11.046799999999996
2710,20101012,EGAS,11.13,11.042799999999996
2711,20101013,EGAS,11.18,11.039799999999996
2712,20101014,EGAS,11.2,11.047299999999995
2713,20101015,EGAS,11.2,11.059799999999994
2714,20101018,EGAS,11.2574,11.073169999999994
2715,20101019,EGAS,11.26,11.081869999999991
2716,20101020,EGAS,11.4499,11.117864999999993
2717,20101021,EGAS,11.37,11.139364999999994
2718,20101022,EGAS,11.4,11.155864999999995
2719,20101025,EGAS,11.42,11.171864999999993
2720,20101026,EGAS,11.4,11.186864999999994
2721,20101027,EGAS,11.45,11.214364999999994
2722,20101028,EGAS,11.3,11.223364999999994
2723,20101029,EGAS,11.4399,11.245359999999994
2724,20101101,EGAS,11.34,11.262359999999994
2725,20101102,EGAS,11.27,11.275859999999994
2726,20101103,EGAS,11.34,11.283359999999995
2727,20101104,EGAS,11.35,11.296859999999993
2728,20101105,EGAS,11.28,11.306859999999993
2729,20101108,EGAS,10.94,11.298859999999994
2730,20101109,EGAS,10.73,11.278859999999993
2731,20101110,EGAS,9.79,11.209359999999993
2732,20101111,EGAS,9.97,11.147859999999993
2733,20101112,EGAS,10.05,11.090359999999993
2734,20101115,EGAS,10.03,11.028989999999995
2735,20101116,EGAS,10.0,10.965989999999994
2736,20101117,EGAS,10.03,10.894994999999994
2737,20101118,EGAS,10.02,10.827494999999995
2738,20101119,EGAS,9.92,10.753494999999994
2739,20101122,EGAS,10.02,10.683494999999995
2740,20101123,EGAS,10.0099,10.613989999999994
2741,20101124,EGAS,10.02,10.542489999999995
2742,20101126,EGAS,10.0499,10.479984999999996
2743,20101129,EGAS,10.0499,10.410484999999996
2744,20101130,EGAS,10.04,10.345484999999995
2745,20101201,EGAS,10.15,10.289484999999996
2746,20101202,EGAS,10.08,10.226484999999995
2747,20101203,EGAS,10.24,10.170984999999996
2748,20101206,EGAS,10.29,10.121484999999996
2749,20101207,EGAS,10.29,10.088984999999996
2750,20101208,EGAS,10.3,10.067484999999996
2751,20101209,EGAS,10.36,10.095984999999997
2752,20101210,EGAS,10.4,10.117484999999999
2753,20101213,EGAS,10.48,10.138984999999996
2754,20101214,EGAS,10.42,10.158484999999995
2755,20101215,EGAS,10.51,10.183984999999996
2756,20101216,EGAS,10.41,10.202984999999995
2757,20101217,EGAS,10.4,10.221984999999995
2758,20101220,EGAS,10.37,10.244484999999996
2759,20101221,EGAS,10.49,10.267984999999996
2760,20101222,EGAS,10.5,10.292489999999997
2761,20101223,EGAS,10.47,10.314989999999996
2762,20101227,EGAS,10.49,10.336994999999996
2763,20101228,EGAS,10.46,10.357499999999996
2764,20101229,EGAS,10.53,10.381999999999996
2765,20101230,EGAS,10.53,10.400999999999996
2766,20101231,EGAS,10.52,10.422999999999996
2767,20110103,EGAS,10.45,10.433499999999995
2768,20110104,EGAS,10.44,10.440999999999995
2769,20110105,EGAS,10.4,10.446499999999997
2770,20110106,EGAS,10.43,10.452999999999996
2771,20110107,EGAS,10.49,10.459499999999997
2772,20110110,EGAS,10.5,10.464499999999997
2773,20110111,EGAS,10.54,10.467499999999998
2774,20110112,EGAS,10.61,10.476999999999997
2775,20110113,EGAS,10.66,10.484499999999997
2776,20110114,EGAS,10.77,10.502499999999998
2777,20110118,EGAS,10.66,10.515499999999998
2778,20110119,EGAS,10.73,10.533499999999997
2779,20110120,EGAS,10.76,10.546999999999995
2780,20110121,EGAS,10.6699,10.555494999999997
2781,20110124,EGAS,10.77,10.570494999999998
2782,20110125,EGAS,10.8699,10.589489999999996
2783,20110126,EGAS,10.92,10.612489999999996
2784,20110127,EGAS,10.8,10.625989999999996
2785,20110128,EGAS,10.74,10.636489999999997
2786,20110131,EGAS,10.78,10.649489999999997
2787,20110201,EGAS,10.77,10.665489999999997
2788,20110202,EGAS,10.76,10.681489999999997
2789,20110203,EGAS,10.79,10.700989999999996
2790,20110204,EGAS,10.779000000000002,10.718439999999996
2791,20110207,EGAS,10.93,10.740439999999996
2792,20110208,EGAS,10.83,10.756939999999997
2793,20110209,EGAS,10.8775,10.773814999999995
2794,20110210,EGAS,10.85,10.785814999999996
2795,20110211,EGAS,10.85,10.795314999999997
2796,20110214,EGAS,10.85,10.799314999999996
2797,20110215,EGAS,10.84,10.808314999999997
2798,20110216,EGAS,10.87,10.815314999999996
2799,20110217,EGAS,10.92,10.823314999999997
2800,20110218,EGAS,10.93,10.836319999999997
2801,20110222,EGAS,10.87,10.841319999999996
2802,20110223,EGAS,10.9699,10.846319999999995
2803,20110224,EGAS,10.94,10.847319999999996
2804,20110225,EGAS,10.99,10.856819999999995
2805,20110228,EGAS,10.98,10.868819999999996
2806,20110301,EGAS,11.0,10.879819999999995
2807,20110302,EGAS,10.9968,10.891159999999996
2808,20110303,EGAS,11.13,10.909659999999995
2809,20110304,EGAS,11.25,10.932659999999995
2810,20110307,EGAS,11.354,10.961409999999995
2811,20110308,EGAS,11.04,10.966909999999995
2812,20110309,EGAS,11.15,10.982909999999993
2813,20110310,EGAS,11.04,10.991034999999993
2814,20110311,EGAS,11.04,11.000534999999994
2815,20110314,EGAS,11.0801,11.012039999999994
2816,20110315,EGAS,10.825,11.010789999999993
2817,20110316,EGAS,10.95,11.016289999999993
2818,20110317,EGAS,11.1,11.027789999999992
2819,20110318,EGAS,11.05,11.034289999999993
2820,20110321,EGAS,11.2,11.047789999999992
2821,20110322,EGAS,11.11,11.059789999999992
2822,20110323,EGAS,11.09,11.065794999999992
2823,20110324,EGAS,11.17,11.077294999999992
2824,20110325,EGAS,11.24,11.089794999999992
2825,20110328,EGAS,11.31,11.106294999999992
2826,20110329,EGAS,11.25,11.118794999999993
2827,20110330,EGAS,11.35,11.136454999999993
2828,20110331,EGAS,11.73,11.166454999999992
2829,20110401,EGAS,11.75,11.191454999999992
2830,20110404,EGAS,11.7799,11.212749999999991
2831,20110405,EGAS,11.689,11.245199999999992
2832,20110406,EGAS,11.65,11.270199999999992
2833,20110407,EGAS,11.58,11.297199999999993
2834,20110408,EGAS,11.5929,11.324844999999993
2835,20110411,EGAS,11.74,11.357839999999992
2836,20110412,EGAS,11.7399,11.403584999999994
2837,20110413,EGAS,11.74,11.443084999999995
2838,20110414,EGAS,11.83,11.479584999999997
2839,20110415,EGAS,11.75,11.514584999999995
2840,20110418,EGAS,11.6801,11.538589999999996
2841,20110419,EGAS,11.8,11.573089999999997
2842,20110420,EGAS,11.78,11.607589999999997
2843,20110421,EGAS,11.6657,11.632374999999996
2844,20110425,EGAS,11.69,11.654874999999995
2845,20110426,EGAS,11.42,11.660374999999995
2846,20110427,EGAS,11.35,11.665374999999994
2847,20110428,EGAS,11.28,11.661874999999995
2848,20110429,EGAS,11.23,11.636874999999995
2849,20110502,EGAS,11.09,11.603874999999995
2850,20110503,EGAS,11.25,11.577379999999994
2851,20110504,EGAS,11.14,11.549929999999996
2852,20110505,EGAS,11.3199,11.533424999999996
2853,20110506,EGAS,11.28,11.518424999999995
2854,20110509,EGAS,11.5,11.513779999999993
2855,20110510,EGAS,11.2,11.486779999999992
2856,20110511,EGAS,11.2399,11.461779999999994
2857,20110512,EGAS,11.32,11.440779999999993
2858,20110513,EGAS,11.3,11.414279999999993
2859,20110516,EGAS,11.45,11.399279999999992
2860,20110517,EGAS,11.35,11.382774999999992
2861,20110518,EGAS,11.29,11.35727499999999
2862,20110519,EGAS,11.3299,11.33476999999999
2863,20110520,EGAS,11.3,11.316484999999991
2864,20110523,EGAS,11.23,11.293484999999992
2865,20110524,EGAS,11.29,11.28698499999999
2866,20110525,EGAS,11.29,11.28398499999999
2867,20110526,EGAS,11.36,11.28798499999999
2868,20110527,EGAS,11.36,11.294484999999991
2869,20110531,EGAS,11.5,11.31498499999999
2870,20110601,EGAS,11.42,11.32348499999999
2871,20110602,EGAS,11.4,11.33648499999999
2872,20110603,EGAS,11.52,11.346489999999992
2873,20110606,EGAS,11.5299,11.358984999999992
2874,20110607,EGAS,11.32,11.349984999999991
2875,20110608,EGAS,11.48,11.36398499999999
2876,20110609,EGAS,11.55,11.379489999999992
2877,20110610,EGAS,11.5,11.388489999999992
2878,20110613,EGAS,11.46,11.396489999999991
2879,20110614,EGAS,11.4007,11.394024999999992
2880,20110615,EGAS,11.47,11.400024999999992
2881,20110616,EGAS,11.43,11.407024999999994
2882,20110617,EGAS,11.4,11.410529999999993
2883,20110620,EGAS,11.42,11.416529999999991
2884,20110621,EGAS,11.4201,11.426034999999992
2885,20110622,EGAS,11.4601,11.434539999999993
2886,20110623,EGAS,11.49,11.444539999999993
2887,20110624,EGAS,11.6,11.456539999999993
2888,20110627,EGAS,11.5201,11.464544999999992
2889,20110628,EGAS,11.374,11.458244999999993
2890,20110629,EGAS,11.55,11.464744999999994
2891,20110630,EGAS,11.55,11.472244999999994
2892,20110701,EGAS,11.71,11.481744999999993
2893,20110705,EGAS,11.65,11.487749999999995
2894,20110706,EGAS,11.67,11.505249999999993
2895,20110707,EGAS,11.66,11.514249999999993
2896,20110708,EGAS,11.8699,11.530244999999994
2897,20110711,EGAS,11.85,11.547744999999994
2898,20110712,EGAS,11.78,11.563744999999994
2899,20110713,EGAS,11.69,11.578209999999993
2900,20110714,EGAS,11.55,11.582209999999993
2901,20110715,EGAS,11.65,11.593209999999994
2902,20110718,EGAS,11.72,11.609209999999994
2903,20110719,EGAS,11.71,11.623709999999994
2904,20110720,EGAS,11.7,11.637704999999993
2905,20110721,EGAS,11.72,11.650699999999993
2906,20110722,EGAS,11.5,11.651199999999992
2907,20110725,EGAS,11.29,11.635699999999993
2908,20110726,EGAS,11.3,11.624694999999994
2909,20110727,EGAS,11.2,11.615994999999995
2910,20110728,EGAS,11.14,11.595494999999994
2911,20110729,EGAS,11.18,11.576994999999993
2912,20110801,EGAS,11.29,11.555994999999992
2913,20110802,EGAS,11.18,11.532494999999994
2914,20110803,EGAS,11.55,11.526494999999993
2915,20110804,EGAS,11.31,11.508994999999995
2916,20110805,EGAS,11.24,11.477499999999996
2917,20110808,EGAS,10.77,11.423499999999995
2918,20110809,EGAS,11.15,11.391999999999996
2919,20110810,EGAS,10.9876,11.356879999999995
2920,20110811,EGAS,11.0001,11.329384999999995
2921,20110812,EGAS,11.0,11.296884999999994
2922,20110815,EGAS,11.1,11.265884999999994
2923,20110816,EGAS,11.11,11.235884999999994
2924,20110817,EGAS,11.07,11.204384999999995
2925,20110818,EGAS,11.03,11.169884999999995
2926,20110819,EGAS,10.9401,11.141889999999995
2927,20110822,EGAS,11.06,11.130389999999995
2928,20110823,EGAS,11.02,11.116389999999996
2929,20110824,EGAS,11.02,11.107389999999997
2930,20110825,EGAS,10.95,11.097889999999996
2931,20110826,EGAS,10.97,11.087389999999996
2932,20110829,EGAS,11.0799,11.076884999999995
2933,20110830,EGAS,11.0,11.067884999999995
2934,20110831,EGAS,10.98,11.039384999999994
2935,20110901,EGAS,10.89,11.018384999999995
2936,20110902,EGAS,10.78,10.995384999999995
2937,20110906,EGAS,10.68,10.990884999999995
2938,20110907,EGAS,10.89,10.977884999999993
2939,20110908,EGAS,10.83,10.970004999999995
2940,20110909,EGAS,10.54,10.946999999999994
2941,20110912,EGAS,10.6,10.926999999999994
2942,20110913,EGAS,10.63,10.903499999999994
2943,20110914,EGAS,10.6,10.877999999999995
2944,20110915,EGAS,10.7,10.859499999999993
2945,20110916,EGAS,10.73,10.844499999999993
2946,20110919,EGAS,10.7388,10.834434999999994
2947,20110920,EGAS,10.84,10.823434999999993
2948,20110921,EGAS,10.86,10.815434999999992
2949,20110922,EGAS,10.77,10.802934999999993
2950,20110923,EGAS,10.9,10.800434999999993
2951,20110926,EGAS,10.97,10.800434999999993
2952,20110927,EGAS,10.99,10.795939999999993
2953,20110928,EGAS,10.945,10.793189999999992
2954,20110929,EGAS,10.71,10.779689999999993
2955,20110930,EGAS,10.99,10.784689999999994
2956,20111003,EGAS,10.98,10.794689999999994
2957,20111004,EGAS,10.85,10.803189999999994
2958,20111005,EGAS,10.89,10.803189999999995
2959,20111006,EGAS,10.93,10.808189999999994
2960,20111007,EGAS,10.87,10.824689999999995
2961,20111010,EGAS,11.0,10.844689999999996
2962,20111011,EGAS,11.07,10.866689999999995
2963,20111012,EGAS,11.02,10.887689999999996
2964,20111013,EGAS,10.95,10.900189999999997
2965,20111014,EGAS,11.02,10.914689999999997
2966,20111017,EGAS,11.02,10.928749999999997
2967,20111018,EGAS,11.0,10.936749999999998
2968,20111019,EGAS,11.09,10.948249999999998
2969,20111020,EGAS,11.03,10.961249999999998
2970,20111021,EGAS,11.0301,10.967754999999999
2971,20111024,EGAS,11.05,10.971754999999998
2972,20111025,EGAS,11.06,10.975254999999999
2973,20111026,EGAS,11.04,10.980004999999998
2974,20111027,EGAS,11.02,10.995504999999998
2975,20111028,EGAS,11.03,10.997504999999999
2976,20111031,EGAS,11.0,10.998504999999998
2977,20111101,EGAS,11.02,11.007005
2978,20111102,EGAS,11.1,11.017505
2979,20111103,EGAS,11.07,11.024505
2980,20111104,EGAS,11.086,11.035305
2981,20111107,EGAS,11.01,11.035805
2982,20111108,EGAS,11.08,11.036305
2983,20111109,EGAS,11.02,11.036305
2984,20111110,EGAS,11.0,11.038805
2985,20111111,EGAS,11.1,11.042805
2986,20111114,EGAS,11.1,11.046804999999999
2987,20111115,EGAS,11.0401,11.04881
2988,20111116,EGAS,11.09,11.04881
2989,20111117,EGAS,11.0,11.04731
2990,20111118,EGAS,11.0302,11.047315
2991,20111121,EGAS,11.09,11.049314999999998
2992,20111122,EGAS,10.9499,11.043809999999999
2993,20111123,EGAS,10.868,11.03521
2994,20111125,EGAS,10.92,11.030209999999999
2995,20111128,EGAS,10.878,11.022609999999998
2996,20111129,EGAS,10.892,11.017209999999999
2997,20111130,EGAS,10.9,11.011209999999998
2998,20111201,EGAS,10.85,10.998709999999999
2999,20111202,EGAS,10.91,10.990709999999998
3000,20111205,EGAS,11.03,10.987909999999998
3001,20111206,EGAS,10.9856,10.98669
3002,20111207,EGAS,10.97,10.981189999999998
3003,20111208,EGAS,10.92,10.976189999999997
3004,20111209,EGAS,11.0,10.976189999999997
3005,20111212,EGAS,11.0,10.971189999999996
3006,20111213,EGAS,10.95,10.963689999999996
3007,20111214,EGAS,10.95,10.959184999999996
3008,20111215,EGAS,11.0,10.954684999999996
3009,20111216,EGAS,10.9001,10.949689999999997
3010,20111219,EGAS,10.99,10.947679999999997
3011,20111220,EGAS,10.85,10.935679999999996
3012,20111221,EGAS,10.85,10.930684999999997
3013,20111222,EGAS,10.98,10.936284999999996
3014,20111223,EGAS,11.15,10.947784999999998
3015,20111227,EGAS,11.13,10.960384999999997
3016,20111228,EGAS,11.31,10.981284999999996
3017,20111229,EGAS,11.38,11.005284999999997
3018,20111230,EGAS,11.42,11.033784999999996
3019,20120103,EGAS,11.44,11.060284999999997
3020,20120104,EGAS,11.32,11.074784999999995
3021,20120105,EGAS,11.3599,11.093499999999995
3022,20120106,EGAS,11.33,11.111499999999996
3023,20120109,EGAS,11.32,11.131499999999997
3024,20120110,EGAS,11.36,11.149499999999998
3025,20120111,EGAS,11.1,11.154499999999997
3026,20120112,EGAS,11.025,11.158249999999999
3027,20120113,EGAS,11.06,11.163749999999999
3028,20120117,EGAS,11.21,11.174249999999999
3029,20120118,EGAS,11.23,11.190744999999998
3030,20120119,EGAS,11.174,11.199944999999998
3031,20120120,EGAS,11.0,11.207444999999998
3032,20120123,EGAS,11.19,11.224445
3033,20120124,EGAS,11.05,11.227945
3034,20120125,EGAS,11.08,11.224445
3035,20120126,EGAS,11.15,11.225445
3036,20120127,EGAS,11.1499,11.21744
3037,20120130,EGAS,11.1158,11.20423
3038,20120131,EGAS,11.15,11.190730000000002
3039,20120201,EGAS,11.1301,11.175235000000002
3040,20120202,EGAS,11.2,11.169235000000002
3041,20120203,EGAS,11.29,11.165740000000001
3042,20120206,EGAS,11.16,11.15724
3043,20120207,EGAS,11.19,11.15074
3044,20120208,EGAS,11.2616,11.14582
3045,20120209,EGAS,11.2,11.15082
3046,20120210,EGAS,11.18,11.158570000000001
3047,20120213,EGAS,11.1999,11.165565
3048,20120214,EGAS,11.3499,11.17256
3049,20120215,EGAS,11.33,11.177560000000001
3050,20120216,EGAS,11.33,11.185360000000001
3051,20120217,EGAS,11.13,11.191860000000002
3052,20120221,EGAS,11.2499,11.194855
3053,20120222,EGAS,11.16,11.200355
3054,20120223,EGAS,11.16,11.204355
3055,20120224,EGAS,11.15,11.204355
3056,20120227,EGAS,11.1206,11.20289
3057,20120228,EGAS,11.12,11.2031
3058,20120229,EGAS,11.1608,11.203639999999998
3059,20120301,EGAS,11.15,11.204635
3060,20120302,EGAS,11.177,11.203484999999999
3061,20120305,EGAS,11.16,11.196985
3062,20120306,EGAS,11.18,11.197985
3063,20120307,EGAS,11.2,11.198485
3064,20120308,EGAS,11.246,11.197705000000001
3065,20120309,EGAS,11.2,11.197705000000001
3066,20120312,EGAS,11.3,11.203705000000001
3067,20120313,EGAS,11.19,11.203210000000002
3068,20120314,EGAS,11.22,11.196715000000001
3069,20120315,EGAS,11.15,11.187715
3070,20120316,EGAS,11.28,11.185215000000001
3071,20120319,EGAS,11.33,11.195215000000001
3072,20120320,EGAS,11.4,11.202720000000003
3073,20120321,EGAS,11.4899,11.219215000000002
3074,20120322,EGAS,11.43,11.232715000000002
3075,20120323,EGAS,11.42,11.246215000000003
3076,20120326,EGAS,11.54,11.267185000000001
3077,20120327,EGAS,11.52,11.287185000000003
3078,20120328,EGAS,11.5,11.304145000000002
3079,20120329,EGAS,11.5514,11.324215000000002
3080,20120330,EGAS,11.66,11.348365000000003
3081,20120402,EGAS,11.42,11.361365000000003
3082,20120403,EGAS,11.47,11.375865000000001
3083,20120404,EGAS,11.4899,11.390360000000003
3084,20120405,EGAS,11.45,11.400560000000002
3085,20120409,EGAS,11.4,11.410560000000002
3086,20120410,EGAS,11.26,11.408560000000001
3087,20120411,EGAS,11.1,11.404060000000001
3088,20120412,EGAS,11.05,11.395560000000001
3089,20120413,EGAS,11.08,11.392060000000003
3090,20120416,EGAS,11.16,11.386060000000002
3091,20120417,EGAS,11.15,11.377060000000002
3092,20120418,EGAS,11.08,11.361060000000002
3093,20120419,EGAS,11.02,11.337565000000001
3094,20120420,EGAS,10.99,11.315565000000003
3095,20120423,EGAS,11.04,11.296565000000003
3096,20120424,EGAS,11.1,11.274565000000003
3097,20120425,EGAS,11.31,11.264065000000002
3098,20120426,EGAS,11.35,11.256565000000002
3099,20120427,EGAS,11.3358,11.245785000000001
3100,20120430,EGAS,11.4401,11.234790000000002
3101,20120501,EGAS,11.1792,11.222750000000003
